market,latest_date,latest_close,horizon,p_up_model,expected_log_return,signal,oos_auc,oos_balanced_accuracy,oos_brier
london,2026-08-03,4057.44,5,0.583354896134822,0.0068382104338975125,BULLISH,0.5238020299512294,0.5190554736351171,0.25723025393163185
london,2026-08-03,4057.44,20,0.6031396854586685,0.02109365005619828,BULLISH,0.5476542444901005,0.5363135054472322,0.2615676774908892
london,2026-08-03,4057.44,60,0.6290711261308151,0.03271603697947806,BULLISH,0.5378820348270098,0.5408426958182383,0.2770228907368197
