date,up,fret,p
2011-03-07,0.0,-0.010138959689686982,0.7765231180476639
2011-03-08,0.0,-0.008448412133150474,0.7924697668181052
2011-03-09,0.0,-0.016572380617833025,0.7565578613969011
2011-03-10,0.0,-0.024610154005149168,0.8233432316669121
2011-03-11,0.0,-0.00023404717829222279,0.8200224183824038
2011-03-14,1.0,0.006089104789088432,0.7425560484420337
2011-03-15,1.0,0.009673152029046415,0.7229947905660418
2011-03-16,1.0,0.018690885216851024,0.7755682893574815
2011-03-17,1.0,0.02503886441783598,0.8313262160606878
2011-03-18,1.0,0.014045687717513147,0.7913960175997998
2011-03-21,0.0,-0.010613698308794217,0.8208486851711583
2011-03-22,0.0,-0.008204526931967406,0.7267109854654253
2011-03-23,0.0,-0.006868318388352611,0.8087055192302994
2011-03-24,0.0,-0.006748735419866408,0.7814890064917719
2011-03-25,0.0,-0.0045937585947277565,0.8131209190885892
2011-03-28,1.0,0.02056076258120654,0.8113468568843137
2011-03-29,1.0,0.018210864331693062,0.7854155642078409
2011-03-30,1.0,0.024501760108608467,0.7203234684296531
2011-03-31,1.0,0.020403842236912342,0.6807343689703149
2011-04-01,1.0,0.01316284758745621,0.7372455608781696
2011-04-06,1.0,0.0031961412636192033,0.8205674029238579
2011-04-07,1.0,0.007699623696504181,0.7776999581077
2011-04-08,1.0,0.0016879832612773983,0.6807443861970003
2011-04-11,1.0,0.015330546016939393,0.6560518686510163
2011-04-12,1.0,0.017370887578109503,0.7593134785553641
2011-04-13,1.0,0.023905264462790322,0.6717812907620676
2011-04-14,1.0,0.023924201921533758,0.6667541158806659
2011-04-15,1.0,0.02346411898677791,0.6296350031490681
2011-04-18,1.0,0.014215309893934321,0.38803256676015063
2011-04-19,1.0,0.004967560892238591,0.47899278513922894
2011-04-20,0.0,-0.0037585647050035796,0.6014767714597715
2011-04-21,1.0,0.009348814221198945,0.5081630273263733
2011-04-22,1.0,0.0055604844394744396,0.37199721913843004
2011-04-25,1.0,0.0014514706574510904,0.464036781601402
2011-04-26,1.0,0.004497543505772253,0.6583119037182446
2011-04-27,0.0,-0.0007981228575058278,0.5809374833938952
2011-04-28,0.0,-0.027795503946579606,0.6283143834358065
2011-04-29,0.0,-0.02069149102760062,0.6039382337827277
2011-05-03,0.0,-0.016083240328992564,0.7149041291611968
2011-05-04,1.0,0.0013675759466256735,0.7557820217899964
2011-05-05,0.0,-0.00965974039366675,0.8142957646224098
2011-05-06,1.0,0.015586730357582184,0.8396016834210576
2011-05-09,0.0,0.0,0.8239501039104533
2011-05-10,0.0,-0.0016033866954806545,0.8698404478054558
2011-05-11,0.0,-0.012086478068802045,0.821269206294378
2011-05-12,1.0,0.007293556518048199,0.7731270367789937
2011-05-13,0.0,-0.0031873552833641557,0.8307032908952406
2011-05-16,1.0,0.010367429350178156,0.7214643933832701
2011-05-17,1.0,0.017497424198479994,0.6868408991324602
2011-05-18,1.0,0.020284412787360213,0.6785837340786105
2011-05-19,1.0,0.01754848529230532,0.6736010598154341
2011-05-20,1.0,0.01363412476662846,0.6712943917777991
2011-05-23,1.0,0.016887228008343937,0.639109304805895
2011-05-24,1.0,0.009166600051588338,0.6723396090911347
2011-05-25,1.0,0.0009452392158827431,0.697779006900324
2011-05-26,1.0,0.007365072860086648,0.6231920665392925
2011-05-27,1.0,0.005683885358232786,0.6059311298646641
2011-05-30,1.0,0.005649291698582472,0.5810611476783503
2011-05-31,1.0,0.00012498828251124308,0.5405101398207642
2011-06-01,1.0,0.004618800726849779,0.5354669745093862
2011-06-02,1.0,0.0009675255510454815,0.6541461378407958
2011-06-03,0.0,-0.0026652049953801503,0.5711180833715734
2011-06-07,0.0,-0.013126549281628635,0.5323699550493872
2011-06-08,0.0,-0.008976270175467569,0.502681478559716
2011-06-09,0.0,-0.0026681331060434566,0.4699624164945913
2011-06-10,0.0,-0.009087837920880049,0.5525596097671692
2011-06-13,1.0,0.005541915024622034,0.5795760007756229
2011-06-14,1.0,0.013157672357836003,0.6829272755076266
2011-06-15,1.0,0.012563018660061629,0.61205634787602
2011-06-16,1.0,0.009136198213553284,0.6544729777033402
2011-06-17,0.0,-0.002647839146304427,0.6133289207740749
2011-06-20,0.0,-0.027700848412950667,0.6562574723862125
2011-06-21,0.0,-0.028890512323218962,0.672639572822126
2011-06-22,0.0,-0.02404136143768197,0.6076765121356865
2011-06-23,0.0,-0.02169309782056063,0.6282879258202221
2011-06-24,0.0,-0.01597183263702847,0.18108029481648225
2011-06-27,1.0,0.0013793769329057705,0.561617366599704
2011-06-28,0.0,-0.0029515581260717173,0.5918777151743292
2011-06-29,1.0,0.009490176442244178,0.6561556772007506
2011-06-30,1.0,0.016947686024497,0.6072594075878461
2011-07-01,1.0,0.023424580140433443,0.6489511319778567
2011-07-04,1.0,0.031273749833553514,0.6658736737137191
2011-07-05,1.0,0.03420459447396112,0.6714428457834756
2011-07-06,1.0,0.03140707754782437,0.7293118568894579
2011-07-07,1.0,0.03117839803065157,0.6682672599482342
2011-07-08,1.0,0.0275623812511346,0.5872498105184895
2011-07-11,1.0,0.032463039520513895,0.6581986696447389
2011-07-12,1.0,0.03670136685042796,0.6049345188402954
2011-07-13,1.0,0.011959062270571566,0.5400781588403699
2011-07-14,1.0,0.011400774951372875,0.3932570401059439
2011-07-15,1.0,0.006349613470783521,0.5278497089627127
2011-07-18,1.0,0.010829026820197332,0.4510778288521276
2011-07-19,1.0,0.0038833840176215836,0.38346482559769357
2011-07-20,1.0,0.018075760802455345,0.5427426307702203
2011-07-21,1.0,0.005234439529612711,0.509466559971513
2011-07-22,1.0,0.0129383480822555,0.5530572344563923
2011-07-25,0.0,-0.0077358848174267775,0.4338686527710125
2011-07-26,1.0,0.0005067139708114992,0.5071986424713872
2011-07-27,1.0,0.025458906697926456,0.4611519561484302
2011-07-28,1.0,0.030612537017917645,0.525941168753216
2011-07-29,1.0,0.028237308907197795,0.4484029086779392
2011-08-01,1.0,0.06095086624341456,0.7274788199743606
2011-08-02,1.0,0.07705374531715321,0.654893843030697
2011-08-03,1.0,0.04662268787754225,0.8526664952981626
2011-08-04,1.0,0.061192918693676095,0.7950954350051731
2011-08-05,1.0,0.053501097200544766,0.876090515446279
2011-08-08,1.0,0.016230034183653593,0.7096038502331505
2011-08-09,1.0,0.010975251473323998,0.7094055275445765
2011-08-10,1.0,0.02060010747457968,0.715595838093541
2011-08-11,1.0,0.007996681314337832,0.4382435304553209
2011-08-12,1.0,0.05574629789757404,0.6726864184042936
2011-08-15,1.0,0.08537700765198115,0.8454157508172193
2011-08-16,1.0,0.06658133575171776,0.6399724704482183
2011-08-17,1.0,0.03090047373648983,0.5379905899347115
2011-08-18,0.0,-0.01872269872231867,0.5231512005939453
2011-08-19,0.0,-0.04258227140337879,0.27963064827102946
2011-08-22,0.0,-0.04054275492077925,0.13570233595823916
2011-08-23,0.0,-0.05077072972507532,0.20548301795392973
2011-08-24,0.0,-0.0018657457224758485,0.31771634046076597
2011-08-25,1.0,0.0347127545690003,0.8274040373657006
2011-08-26,1.0,0.035889785899204364,0.7935401564102768
2011-08-29,1.0,0.0359960153706751,0.6176484841071538
2011-08-30,1.0,0.059818495210910205,0.43787947259381904
2011-08-31,0.0,-0.003926792854333392,0.3128879302590973
2011-09-01,1.0,0.014901047126034109,0.19481116462808318
2011-09-02,1.0,0.018374891620130028,0.17951072937439827
2011-09-05,0.0,-0.03123019311708637,0.024473531461662847
