代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),涨跌幅,成交额(百万),成交量(股)
SPTAUUSDOZ.IDC,伦敦金现,2023-09-27,1900.52,1903.977,1872.0,1874.57,-0.0135,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-09-28,1875.61,1879.581,1857.4,1864.03,-0.0056,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-09-29,1864.68,1879.81,1845.9,1848.46,-0.0084,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-02,1848.071,1849.96,1826.9,1827.6,-0.0113,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-03,1828.2,1833.35,1814.8,1822.5,-0.0028,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-04,1822.408,1830.67,1816.2,1820.8,-0.0009,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-05,1821.64,1829.23,1812.88,1819.8,-0.0005,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-06,1820.12,1834.83,1810.2,1832.54,0.007,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-09,1820.12,1863.46,1810.2,1860.85,0.0154,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-10,1861.22,1865.41,1852.6,1859.8,-0.0006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-11,1860.13,1877.21,1858.2,1873.71,0.0075,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-12,1874.24,1885.055,1867.5,1868.41,-0.0028,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-13,1868.79,1932.875,1868.7,1932.4,0.0342,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-16,1930.96,1931.25,1907.2,1919.48,-0.0067,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-17,1917.45,1931.56,1911.5,1922.66,0.0017,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-18,1922.54,1962.58,1922.288,1947.34,0.0128,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-19,1947.631,1977.69,1944.1,1974.048,0.0137,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-20,1974.098,1997.16,1971.1,1980.8,0.0034,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-23,1974.098,1982.81,1963.04,1972.56,-0.0042,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-24,1972.55,1980.9,1953.404,1970.4,-0.0011,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-25,1971.35,1987.25,1962.854,1979.3,0.0045,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-26,1979.65,1993.44,1971.5,1984.52,0.0026,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-27,1984.51,2009.42,1976.6,2006.0,0.0108,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-30,2003.82,2006.77,1990.835,1995.7,-0.0051,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-10-31,1995.224,2007.894,1978.7,1983.57,-0.0061,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-01,1983.75,1993.24,1969.69,1982.49,-0.0005,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-02,1982.15,1990.99,1978.4,1985.53,0.0015,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-03,1985.65,2004.07,1982.9,1992.08,0.0033,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-06,1990.78,1993.13,1976.9,1977.53,-0.0073,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-07,1977.43,1978.38,1956.3,1969.15,-0.0042,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-08,1968.18,1971.05,1947.2,1949.54,-0.01,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-09,1949.69,1965.57,1944.4,1958.24,0.0045,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-10,1958.64,1960.76,1932.7,1938.148,-0.0103,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-13,1938.725,1949.17,1927.953,1945.948,0.004,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-14,1945.8,1970.92,1937.978,1963.178,0.0089,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-15,1962.504,1975.3,1955.325,1959.1,-0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-16,1959.8,1987.98,1956.1,1981.0,0.0112,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-17,1980.714,1993.42,1977.43,1980.71,-0.0001,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-20,1978.114,1985.16,1965.3,1977.774,-0.0015,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-21,1977.7,2007.54,1977.45,1998.098,0.0103,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-22,1998.8,2006.344,1986.4,1989.548,-0.0043,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-23,1989.07,1998.61,1988.23,1992.15,0.0013,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-24,1992.594,2003.58,1991.0,2001.8,0.0048,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-27,2005.11,2018.151,2000.2,2013.848,0.006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-28,2014.544,2043.05,2011.2,2040.598,0.0133,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-29,2040.813,2052.13,2035.2,2043.998,0.0017,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-11-30,2045.033,2047.18,2030.87,2036.098,-0.0039,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-01,2036.249,2075.35,2033.5,2071.668,0.0175,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-04,2073.353,2146.792,2019.925,2029.06,-0.0206,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-05,2029.51,2041.24,2009.78,2019.22,-0.0048,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-06,2019.34,2035.86,2017.0,2024.9,0.0028,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-07,2025.623,2039.93,2019.8,2028.388,0.0017,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-08,2028.364,2034.0,1994.4,2004.263,-0.0119,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-11,2003.614,2008.1,1975.5,1981.624,-0.0113,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-12,1981.734,1996.73,1976.8,1979.315,-0.0012,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-13,1979.174,2027.81,1972.6,2027.385,0.0243,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-14,2027.748,2047.91,2023.795,2036.255,0.0044,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-15,2036.464,2044.9,2015.3,2019.485,-0.0082,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-18,2018.873,2033.69,2015.7,2026.984,0.0037,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-19,2026.713,2046.99,2021.3,2040.105,0.0065,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-20,2039.812,2043.47,2027.2,2031.735,-0.0041,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-21,2031.933,2046.0,2031.1,2045.845,0.0069,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-22,2048.353,2070.63,2045.57,2052.849,0.0034,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-26,2053.602,2069.07,2052.56,2067.635,0.0072,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-27,2067.744,2084.44,2061.2,2077.495,0.0048,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-28,2078.373,2088.48,2064.3,2065.125,-0.006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2023-12-29,2065.473,2074.77,2057.8,2062.599,-0.0012,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-02,2063.044,2078.9,2055.848,2058.605,-0.0019,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-03,2058.444,2065.99,2030.3,2041.195,-0.0085,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-04,2041.353,2050.95,2036.1,2043.124,0.0009,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-05,2043.801,2063.98,2024.255,2045.355,0.0011,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-08,2045.93,2046.15,2016.604,2027.835,-0.0086,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-09,2027.569,2042.01,2025.8,2029.885,0.001,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-10,2029.704,2040.27,2020.1,2024.105,-0.0028,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-11,2024.224,2046.649,2012.9,2028.695,0.0023,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-12,2028.593,2062.27,2027.708,2048.675,0.0098,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-15,2048.704,2058.62,2045.5,2054.2,0.0027,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-16,2054.593,2055.82,2023.9,2028.155,-0.0127,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-17,2027.873,2032.94,2001.6,2005.945,-0.011,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-18,2005.944,2023.25,2004.905,2022.835,0.0084,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-19,2023.393,2039.4,2020.0,2029.375,0.0032,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-22,2029.384,2032.16,2016.448,2021.105,-0.0041,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-23,2021.504,2037.93,2019.2,2029.015,0.0039,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-24,2028.753,2036.71,2011.0,2014.214,-0.0073,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-25,2013.413,2025.22,2009.0,2020.505,0.0031,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-26,2020.453,2026.92,2015.6,2017.915,-0.0013,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-29,2018.38,2037.56,2018.38,2032.955,0.0075,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-30,2032.964,2048.62,2028.7,2036.495,0.0017,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-01-31,2036.613,2055.98,2030.6,2039.105,0.0013,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-01,2040.144,2065.6,2029.8,2054.545,0.0076,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-02,2054.404,2057.62,2027.6,2039.275,-0.0074,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-05,2040.033,2042.22,2014.5,2025.005,-0.007,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-06,2024.573,2038.86,2022.5,2035.365,0.0051,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-07,2035.704,2044.55,2030.2,2034.805,-0.0003,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-08,2035.292,2038.69,2019.9,2033.785,-0.0005,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-09,2034.184,2037.24,2019.9,2024.155,-0.0047,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-12,2023.604,2027.58,2011.5,2019.885,-0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-13,2020.004,2032.845,1989.9,1992.855,-0.0134,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-14,1992.824,1996.12,1984.088,1992.105,-0.0004,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-15,1991.594,2008.27,1989.9,2004.105,0.006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-16,2003.574,2015.164,1994.985,2013.055,0.0045,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-19,2015.004,2022.98,2010.5,2017.95,0.0024,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-20,2017.413,2031.13,2014.09,2024.095,0.003,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-21,2023.449,2032.29,2019.915,2025.895,0.0009,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-22,2025.704,2034.86,2019.552,2024.514,-0.0007,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-23,2023.933,2041.53,2015.955,2035.215,0.0053,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-26,2034.473,2037.07,2024.975,2030.885,-0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-27,2030.823,2039.47,2028.3,2029.964,-0.0005,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-28,2029.673,2037.89,2024.1,2034.085,0.002,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-02-29,2034.33,2050.75,2027.7,2043.855,0.0048,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-01,2043.763,2088.33,2038.6,2082.395,0.0189,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-04,2082.679,2119.89,2079.0,2114.295,0.0153,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-05,2114.233,2141.81,2110.1,2127.625,0.0063,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-06,2127.703,2152.24,2123.2,2147.975,0.0096,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-07,2148.643,2164.78,2143.9,2159.715,0.0055,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-08,2159.463,2195.15,2153.6,2178.965,0.0089,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-11,2179.55,2188.99,2174.695,2182.42,0.0016,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-12,2182.705,2184.76,2150.455,2158.045,-0.0112,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-13,2157.698,2179.812,2155.4,2174.128,0.0075,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-14,2174.272,2176.97,2152.4,2161.878,-0.0056,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-15,2162.068,2172.712,2154.7,2155.625,-0.0029,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-18,2154.863,2163.6,2145.7,2160.228,0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-19,2160.228,2162.84,2146.9,2157.328,-0.0013,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-20,2157.463,2188.78,2149.2,2185.855,0.0132,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-21,2186.412,2222.91,2166.0,2180.815,-0.0023,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-22,2181.288,2186.1,2156.7,2165.04,-0.0072,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-25,2165.448,2181.29,2163.2,2171.235,0.0029,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-26,2171.405,2200.11,2167.2,2178.515,0.0034,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-27,2178.192,2197.6,2173.1,2194.74,0.0074,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-03-28,2194.025,2236.242,2186.6,2233.927,0.0179,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-01,2239.08,2265.651,2228.0,2251.37,0.0078,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-02,2251.382,2281.011,2246.3,2280.78,0.0131,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-03,2280.407,2301.07,2265.3,2299.755,0.0083,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-04,2298.88,2305.61,2279.688,2290.71,-0.0039,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-05,2290.258,2330.471,2267.3,2329.57,0.017,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-08,2290.258,2354.04,2290.258,2338.845,0.004,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-09,2338.577,2365.3,2336.4,2352.72,0.0059,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-10,2352.931,2360.07,2319.265,2333.941,-0.008,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-11,2333.581,2377.66,2325.591,2372.016,0.0163,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-12,2371.498,2431.78,2333.751,2343.285,-0.0121,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-15,2352.946,2387.55,2323.858,2383.266,0.0171,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-16,2382.97,2398.22,2362.844,2382.616,-0.0003,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-17,2381.661,2395.54,2354.31,2360.64,-0.0092,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-18,2361.756,2392.801,2360.64,2379.036,0.0078,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-19,2378.266,2417.889,2372.7,2391.77,0.0054,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-22,2378.266,2417.889,2324.555,2326.81,-0.0272,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-23,2327.031,2334.43,2291.265,2321.535,-0.0023,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-24,2322.055,2337.31,2311.635,2315.76,-0.0025,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-25,2315.76,2344.89,2304.898,2331.735,0.0069,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-26,2331.746,2352.55,2326.0,2337.65,0.0025,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-29,2336.02,2346.76,2319.857,2335.52,-0.0009,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-04-30,2335.52,2336.29,2284.8,2285.787,-0.0213,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-01,2286.251,2328.29,2281.3,2319.39,0.0147,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-02,2319.39,2326.45,2285.358,2303.305,-0.0069,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-03,2303.867,2320.67,2277.08,2301.93,-0.0006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-06,2304.782,2332.2,2291.6,2323.566,0.0094,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-07,2323.741,2329.93,2309.7,2313.897,-0.0042,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-08,2313.99,2321.39,2303.555,2308.32,-0.0024,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-09,2308.071,2347.26,2306.3,2346.211,0.0164,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-10,2345.951,2378.45,2343.37,2360.22,0.006,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-13,2362.906,2364.52,2331.985,2336.545,-0.01,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-14,2336.071,2359.72,2334.5,2358.031,0.0092,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-15,2357.491,2390.25,2351.735,2385.87,0.0118,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-16,2386.006,2397.39,2370.7,2376.464,-0.0039,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-17,2377.126,2422.709,2373.6,2414.5,0.016,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-20,2417.865,2450.1,2407.145,2425.97,0.0048,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-21,2425.97,2433.9,2406.121,2420.78,-0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-22,2420.885,2426.56,2374.5,2378.506,-0.0175,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-23,2379.671,2383.7,2326.848,2328.827,-0.0209,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-24,2328.806,2347.43,2325.2,2333.75,0.0021,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-27,2335.898,2358.55,2332.125,2350.76,0.0073,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-28,2350.977,2364.12,2339.9,2361.126,0.0044,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-29,2360.131,2362.73,2334.438,2337.427,-0.01,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-30,2337.028,2351.82,2322.458,2342.875,0.0023,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-05-31,2345.101,2359.74,2320.1,2326.97,-0.0068,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-06-03,2326.97,2354.77,2314.4,2350.405,0.0101,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-06-04,2350.5,2352.81,2315.508,2326.81,-0.01,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-06-05,2326.098,2357.34,2325.6,2355.04,0.0121,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-06-06,2356.098,2378.47,2353.305,2375.375,0.0086,0.0,0.0
SPTAUUSDOZ.IDC,伦敦金现,2024-06-07,2376.11,2387.71,2286.5,2293.51,-0.0345,0.0,0.0
