排名,开始日期,结束日期,相似度得分,平均相关系数,区间收盘涨跌幅,随后20期收盘涨跌幅,相关_收盘价(元)
1,2009-02-20,2012-02-09,83.46352532145426,0.9836628258696767,0.741766542451405,-0.017133109749046027,0.9836628258696767
2,2001-06-25,2004-06-11,77.93251907395312,0.9689180549941556,0.4037233071728419,0.06007021193602902,0.9689180549941556
3,1985-01-02,1988-02-17,76.03141669683042,0.9624555460557072,0.45859247135842884,0.0013464991023337536,0.9624555460557072
4,1977-11-15,1980-12-12,76.00337360459451,0.9623543897288221,2.459883184752536,0.007107952021323749,0.9623543897288221
5,2018-05-01,2021-04-23,75.14178235014175,0.9591610589038697,0.3628067484662576,0.05801586854988483,0.9591610589038697
